,serial_number,manufacturer,model,smart_5_normalized,smart_9_normalized,smart_187_normalized,smart_188_normalized,smart_193_normalized,smart_194_normalized,smart_197_normalized,smart_198_normalized,smart_241_normalized,smart_242_normalized,dt,faulty
476,disk_7074,A,1,100.0,88.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170725,0
477,disk_70270,A,1,100.0,80.0,100.0,100.0,100.0,35.0,100.0,100.0,0.0,0.0,20170718,0
478,disk_70523,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170716,0
479,disk_61196,A,1,100.0,78.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170717,1
480,disk_69524,A,1,100.0,82.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170722,0
481,disk_70103,A,1,100.0,81.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170715,0
482,disk_140979,A,1,100.0,81.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170711,1
483,disk_69393,A,1,100.0,82.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170722,0
484,disk_61196,A,1,100.0,78.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170722,1
485,disk_143171,A,1,100.0,80.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170711,1
486,disk_70321,A,1,100.0,81.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170712,0
487,disk_67010,A,1,98.0,81.0,98.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170724,1
488,disk_69256,A,1,100.0,81.0,100.0,100.0,100.0,35.0,100.0,100.0,0.0,0.0,20170727,0
489,disk_70493,A,1,100.0,81.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170722,0
490,disk_67010,A,1,98.0,81.0,98.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170710,1
491,disk_142751,A,1,30.0,81.0,74.0,100.0,100.0,29.0,97.0,97.0,0.0,0.0,20170711,1
492,disk_44296,A,1,100.0,69.0,100.0,100.0,100.0,35.0,100.0,100.0,0.0,0.0,20170716,1
493,disk_121839,A,2,100.0,92.0,100.0,100.0,100.0,30.0,100.0,100.0,100.0,100.0,20170717,1
494,disk_42711,A,1,100.0,69.0,100.0,100.0,100.0,35.0,100.0,100.0,0.0,0.0,20170716,1
495,disk_119023,A,2,100.0,87.0,99.0,100.0,100.0,31.0,100.0,100.0,100.0,100.0,20170711,1
496,disk_70579,A,1,100.0,82.0,100.0,100.0,100.0,33.0,100.0,100.0,0.0,0.0,20170715,0
497,disk_70355,A,1,100.0,80.0,100.0,100.0,100.0,34.0,100.0,100.0,0.0,0.0,20170718,0
498,disk_42711,A,1,100.0,69.0,100.0,100.0,100.0,35.0,100.0,100.0,0.0,0.0,20170718,1
499,disk_148265,A,1,100.0,84.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170716,1
500,disk_6981,A,1,100.0,88.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170723,0
501,disk_143171,A,1,100.0,80.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170709,1
502,disk_73921,A,1,100.0,87.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170719,1
503,disk_42711,A,1,100.0,69.0,100.0,100.0,100.0,35.0,100.0,100.0,0.0,0.0,20170721,1
504,disk_119023,A,2,100.0,87.0,99.0,100.0,100.0,31.0,100.0,100.0,100.0,100.0,20170712,1
505,disk_69301,A,1,100.0,81.0,100.0,100.0,100.0,34.0,100.0,100.0,0.0,0.0,20170716,0
506,disk_45789,A,2,100.0,86.0,100.0,100.0,100.0,26.0,100.0,100.0,100.0,100.0,20170714,1
507,disk_42711,A,1,100.0,69.0,100.0,100.0,100.0,35.0,100.0,100.0,0.0,0.0,20170722,1
508,disk_70114,A,1,100.0,81.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170727,0
509,disk_70760,A,1,100.0,81.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170717,0
510,disk_121839,A,2,100.0,92.0,100.0,100.0,100.0,30.0,100.0,100.0,100.0,100.0,20170718,1
511,disk_67010,A,1,98.0,81.0,98.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170727,1
512,disk_69207,A,1,100.0,81.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170718,0
513,disk_70358,A,1,100.0,82.0,100.0,100.0,100.0,37.0,100.0,100.0,0.0,0.0,20170728,0
514,disk_70118,A,1,100.0,81.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170715,0
515,disk_69835,A,1,100.0,82.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170720,0
516,disk_19504,A,1,100.0,96.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170718,1
517,disk_45839,A,1,100.0,69.0,100.0,100.0,100.0,33.0,100.0,100.0,0.0,0.0,20170709,1
518,disk_69760,A,1,100.0,79.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170719,0
519,disk_70118,A,1,100.0,81.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170720,0
520,disk_69833,A,1,99.0,82.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170709,0
521,disk_37623,A,1,100.0,71.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170711,1
522,disk_70168,A,1,100.0,80.0,100.0,100.0,100.0,36.0,100.0,100.0,0.0,0.0,20170728,0
523,disk_142501,A,1,44.0,80.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170710,1
524,disk_70697,A,1,100.0,81.0,100.0,100.0,100.0,33.0,100.0,100.0,0.0,0.0,20170730,0
525,disk_70446,A,1,100.0,83.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170729,0
526,disk_71265,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170719,1
527,disk_49001,A,2,100.0,89.0,100.0,100.0,96.0,24.0,100.0,100.0,100.0,100.0,20170709,1
528,disk_69611,A,1,100.0,85.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170719,0
529,disk_70326,A,1,100.0,81.0,100.0,100.0,100.0,35.0,100.0,100.0,0.0,0.0,20170710,0
530,disk_119023,A,2,100.0,87.0,99.0,100.0,100.0,31.0,100.0,100.0,100.0,100.0,20170715,1
531,disk_69535,A,1,100.0,82.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170728,0
532,disk_70698,A,1,100.0,81.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170729,0
533,disk_69494,A,1,100.0,82.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170709,0
534,disk_44296,A,1,100.0,69.0,100.0,100.0,100.0,35.0,100.0,100.0,0.0,0.0,20170720,1
535,disk_29871,A,1,100.0,78.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170728,1
536,disk_6974,A,1,100.0,88.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170730,0
537,disk_44296,A,1,100.0,69.0,100.0,100.0,100.0,35.0,100.0,100.0,0.0,0.0,20170717,1
538,disk_69408,A,1,100.0,82.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170719,0
539,disk_89624,A,1,100.0,92.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170709,1
540,disk_61196,A,1,100.0,78.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170716,1
541,disk_29871,A,1,100.0,78.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170714,1
542,disk_70048,A,1,100.0,82.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170720,0
543,disk_11565,A,1,100.0,88.0,100.0,100.0,99.0,27.0,100.0,100.0,0.0,0.0,20170719,1
544,disk_73921,A,1,100.0,87.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170714,1
545,disk_69625,A,1,100.0,81.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170722,0
546,disk_70442,A,1,100.0,81.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170725,0
547,disk_70155,A,1,100.0,83.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170722,0
548,disk_69519,A,1,100.0,82.0,100.0,100.0,100.0,33.0,100.0,100.0,0.0,0.0,20170709,0
549,disk_70735,A,1,100.0,81.0,100.0,100.0,100.0,24.0,100.0,100.0,0.0,0.0,20170718,0
550,disk_37623,A,1,100.0,71.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170709,1
551,disk_70075,A,1,100.0,81.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170725,0
552,disk_29871,A,1,100.0,78.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170721,1
553,disk_69469,A,1,100.0,82.0,100.0,100.0,100.0,24.0,100.0,100.0,0.0,0.0,20170723,0
554,disk_69259,A,1,100.0,83.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170726,0
555,disk_49001,A,2,100.0,89.0,100.0,100.0,96.0,24.0,100.0,100.0,100.0,100.0,20170718,1
556,disk_37623,A,1,100.0,71.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170719,1
557,disk_70362,A,1,100.0,81.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170727,0
558,disk_71265,A,1,100.0,82.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170711,1
559,disk_42711,A,1,100.0,69.0,100.0,100.0,100.0,35.0,100.0,100.0,0.0,0.0,20170719,1
560,disk_70820,A,1,100.0,82.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170723,0
561,disk_45839,A,1,100.0,69.0,100.0,100.0,100.0,34.0,100.0,100.0,0.0,0.0,20170711,1
562,disk_37623,A,1,100.0,70.0,97.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170726,1
563,disk_104879,A,1,100.0,79.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170712,1
564,disk_70152,A,1,100.0,80.0,100.0,100.0,100.0,35.0,100.0,100.0,0.0,0.0,20170714,0
565,disk_70570,A,1,100.0,83.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170721,0
566,disk_29871,A,1,100.0,78.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170723,1
567,disk_44296,A,1,100.0,69.0,100.0,100.0,100.0,34.0,100.0,100.0,0.0,0.0,20170724,1
568,disk_7009,A,1,100.0,88.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170718,0
569,disk_45789,A,2,100.0,86.0,100.0,100.0,100.0,25.0,100.0,100.0,100.0,100.0,20170711,1
570,disk_11565,A,1,100.0,88.0,100.0,100.0,99.0,27.0,100.0,100.0,0.0,0.0,20170724,1
571,disk_29871,A,1,100.0,78.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170711,1
572,disk_42711,A,1,100.0,69.0,100.0,100.0,100.0,35.0,100.0,100.0,0.0,0.0,20170709,1
573,disk_69976,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170711,0
574,disk_70852,A,1,100.0,82.0,100.0,100.0,100.0,35.0,100.0,100.0,0.0,0.0,20170729,0
575,disk_45789,A,2,100.0,86.0,100.0,100.0,100.0,26.0,100.0,100.0,100.0,100.0,20170715,1
576,disk_70797,A,1,100.0,81.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170724,0
577,disk_70507,A,1,100.0,82.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170710,0
578,disk_45789,A,2,100.0,86.0,100.0,100.0,100.0,26.0,100.0,100.0,100.0,100.0,20170718,1
579,disk_69562,A,1,100.0,82.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170714,0
580,disk_119023,A,2,100.0,87.0,99.0,100.0,100.0,31.0,100.0,100.0,100.0,100.0,20170717,1
581,disk_30546,A,1,89.0,78.0,1.0,100.0,100.0,25.0,97.0,97.0,0.0,0.0,20170712,1
582,disk_76797,A,1,100.0,89.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170709,1
583,disk_118319,A,1,100.0,70.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170709,1
584,disk_140979,A,1,100.0,81.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170712,1
585,disk_69376,A,1,100.0,80.0,100.0,100.0,100.0,38.0,100.0,100.0,0.0,0.0,20170710,0
586,disk_148265,A,1,100.0,85.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170712,1
587,disk_142751,A,1,5.0,80.0,53.0,100.0,100.0,28.0,96.0,96.0,0.0,0.0,20170716,1
588,disk_70001,A,1,100.0,82.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170723,0
589,disk_69598,A,1,100.0,82.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170710,0
590,disk_76797,A,1,100.0,88.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170712,1
591,disk_70385,A,1,100.0,81.0,100.0,100.0,100.0,34.0,100.0,100.0,0.0,0.0,20170710,0
592,disk_110667,A,1,100.0,71.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170709,1
593,disk_143171,A,1,100.0,80.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170724,1
594,disk_89624,A,1,100.0,92.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170715,1
595,disk_70035,A,1,100.0,82.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170712,0
596,disk_67010,A,1,98.0,81.0,98.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170713,1
597,disk_49001,A,2,100.0,89.0,100.0,100.0,96.0,24.0,100.0,100.0,100.0,100.0,20170712,1
598,disk_104879,A,1,100.0,79.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170713,1
599,disk_70669,A,1,100.0,82.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170727,0
600,disk_143171,A,1,100.0,80.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170718,1
601,disk_45789,A,2,100.0,86.0,100.0,100.0,100.0,27.0,100.0,100.0,100.0,100.0,20170728,1
602,disk_13117,A,1,100.0,88.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170713,1
603,disk_70451,A,1,100.0,83.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170709,0
604,disk_52868,A,1,100.0,72.0,96.0,100.0,100.0,33.0,100.0,100.0,0.0,0.0,20170730,1
605,disk_69373,A,1,100.0,81.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170718,0
606,disk_70684,A,1,100.0,81.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170725,0
607,disk_70881,A,1,100.0,82.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170725,0
608,disk_11565,A,1,100.0,88.0,100.0,100.0,99.0,27.0,100.0,100.0,0.0,0.0,20170727,1
609,disk_70043,A,1,100.0,82.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170723,0
610,disk_143171,A,1,100.0,80.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170727,1
611,disk_71265,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170724,1
612,disk_11565,A,1,100.0,88.0,100.0,100.0,99.0,27.0,100.0,100.0,0.0,0.0,20170725,1
613,disk_70012,A,1,100.0,82.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170724,0
614,disk_70540,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170731,0
615,disk_140979,A,1,100.0,81.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170718,1
616,disk_69410,A,1,100.0,94.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170716,0
617,disk_52868,A,1,100.0,73.0,100.0,100.0,100.0,33.0,100.0,100.0,0.0,0.0,20170711,1
618,disk_70814,A,1,100.0,84.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170709,0
619,disk_69540,A,1,100.0,82.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170719,0
620,disk_69533,A,1,100.0,82.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170725,0
621,disk_69246,A,1,100.0,81.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170710,0
622,disk_71265,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170714,1
623,disk_70645,A,1,100.0,82.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170720,0
624,disk_69450,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170718,0
625,disk_13117,A,1,100.0,88.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170712,1
626,disk_142751,A,1,26.0,81.0,73.0,100.0,100.0,29.0,97.0,97.0,0.0,0.0,20170712,1
627,disk_71265,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170723,1
628,disk_69637,A,1,100.0,82.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170713,0
629,disk_69207,A,1,100.0,82.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170712,0
630,disk_142501,A,1,43.0,80.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170713,1
631,disk_70751,A,1,100.0,82.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170726,0
632,disk_30546,A,1,89.0,78.0,1.0,100.0,100.0,25.0,97.0,97.0,0.0,0.0,20170713,1
633,disk_69471,A,1,100.0,82.0,100.0,100.0,100.0,23.0,100.0,100.0,0.0,0.0,20170731,0
634,disk_70090,A,1,100.0,84.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170731,0
635,disk_69546,A,1,100.0,82.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170710,0
636,disk_37623,A,1,100.0,71.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170710,1
637,disk_44296,A,1,100.0,69.0,100.0,100.0,100.0,35.0,100.0,100.0,0.0,0.0,20170719,1
638,disk_30546,A,1,89.0,78.0,1.0,100.0,100.0,25.0,97.0,97.0,0.0,0.0,20170718,1
639,disk_11565,A,1,100.0,88.0,100.0,100.0,99.0,27.0,100.0,100.0,0.0,0.0,20170720,1
640,disk_70353,A,1,100.0,81.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170727,0
641,disk_19504,A,1,100.0,96.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170709,1
642,disk_89624,A,1,100.0,92.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170714,1
643,disk_69513,A,1,100.0,82.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170719,0
644,disk_70309,A,1,100.0,81.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170727,0
645,disk_70633,A,1,100.0,82.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170711,0
646,disk_70289,A,1,100.0,81.0,100.0,100.0,100.0,39.0,100.0,100.0,0.0,0.0,20170716,0
647,disk_69781,A,1,100.0,93.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170717,0
648,disk_70686,A,1,100.0,81.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170729,0
649,disk_136557,A,1,100.0,78.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170712,1
650,disk_37623,A,1,100.0,71.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170716,1
651,disk_44296,A,1,100.0,69.0,100.0,100.0,100.0,33.0,100.0,100.0,0.0,0.0,20170723,1
652,disk_110667,A,1,100.0,70.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170719,1
653,disk_7022,A,1,100.0,88.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170718,0
654,disk_44296,A,1,100.0,69.0,100.0,100.0,100.0,35.0,100.0,100.0,0.0,0.0,20170712,1
655,disk_49001,A,2,100.0,88.0,94.0,100.0,96.0,24.0,100.0,100.0,100.0,100.0,20170730,1
656,disk_24760,A,1,100.0,69.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170709,1
657,disk_29871,A,1,100.0,78.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170726,1
658,disk_44296,A,1,100.0,69.0,100.0,100.0,100.0,34.0,100.0,100.0,0.0,0.0,20170722,1
659,disk_70229,A,1,100.0,83.0,100.0,100.0,100.0,36.0,100.0,100.0,0.0,0.0,20170715,0
660,disk_70081,A,1,100.0,82.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170726,0
661,disk_69890,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170716,0
662,disk_70119,A,1,100.0,85.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170716,0
663,disk_69243,A,1,100.0,81.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170716,0
664,disk_73921,A,1,100.0,87.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170717,1
665,disk_60889,A,2,100.0,100.0,100.0,100.0,100.0,36.0,100.0,100.0,100.0,100.0,20170715,1
666,disk_91432,A,1,100.0,93.0,98.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170729,1
667,disk_143171,A,1,100.0,80.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170710,1
668,disk_69264,A,1,100.0,81.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170712,0
669,disk_49001,A,2,100.0,89.0,100.0,100.0,96.0,25.0,100.0,100.0,100.0,100.0,20170711,1
670,disk_119023,A,2,100.0,87.0,99.0,100.0,100.0,31.0,100.0,100.0,100.0,100.0,20170721,1
671,disk_110667,A,1,100.0,70.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170712,1
672,disk_29871,A,1,100.0,78.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170709,1
673,disk_73921,A,1,100.0,87.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170712,1
674,disk_37623,A,1,100.0,71.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170714,1
675,disk_69295,A,1,100.0,81.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170727,0
676,disk_70871,A,1,100.0,82.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170714,0
677,disk_69245,A,1,100.0,81.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170727,0
678,disk_61196,A,1,100.0,79.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170710,1
679,disk_29871,A,1,100.0,78.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170718,1
680,disk_11565,A,1,100.0,88.0,100.0,100.0,99.0,27.0,100.0,100.0,0.0,0.0,20170714,1
681,disk_24760,A,1,100.0,69.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170712,1
682,disk_11565,A,1,100.0,88.0,100.0,100.0,99.0,27.0,100.0,100.0,0.0,0.0,20170726,1
683,disk_69434,A,1,100.0,82.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170725,0
684,disk_30546,A,1,89.0,78.0,1.0,100.0,100.0,25.0,97.0,97.0,0.0,0.0,20170720,1
685,disk_73921,A,1,100.0,87.0,100.0,100.0,100.0,26.0,100.0,100.0,0.0,0.0,20170710,1
686,disk_76797,A,1,100.0,88.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170710,1
687,disk_69839,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170714,0
688,disk_119023,A,2,100.0,87.0,99.0,100.0,100.0,31.0,100.0,100.0,100.0,100.0,20170713,1
689,disk_70041,A,1,100.0,81.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170721,0
690,disk_69753,A,1,100.0,81.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170730,0
691,disk_70486,A,1,100.0,81.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170713,0
692,disk_70798,A,1,100.0,85.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170731,0
693,disk_7062,A,1,100.0,88.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170720,0
694,disk_70218,A,1,100.0,80.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170717,0
695,disk_70633,A,1,100.0,82.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170727,0
696,disk_69638,A,1,100.0,82.0,100.0,100.0,100.0,34.0,100.0,100.0,0.0,0.0,20170727,0
697,disk_73921,A,1,100.0,87.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170721,1
698,disk_69421,A,1,100.0,82.0,100.0,100.0,100.0,27.0,100.0,100.0,0.0,0.0,20170726,0
699,disk_52868,A,1,100.0,72.0,100.0,100.0,100.0,33.0,100.0,100.0,0.0,0.0,20170729,1
700,disk_70442,A,1,100.0,81.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170714,0
701,disk_69276,A,1,100.0,86.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170713,0
702,disk_69505,A,1,100.0,82.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170728,0
703,disk_61196,A,1,100.0,78.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170714,1
704,disk_7026,A,1,100.0,88.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170717,0
705,disk_70628,A,1,100.0,82.0,100.0,100.0,100.0,34.0,100.0,100.0,0.0,0.0,20170723,0
706,disk_6979,A,1,100.0,88.0,100.0,100.0,100.0,29.0,100.0,100.0,0.0,0.0,20170730,0
707,disk_69615,A,1,100.0,82.0,100.0,100.0,100.0,32.0,100.0,100.0,0.0,0.0,20170725,0
708,disk_69768,A,1,100.0,82.0,100.0,100.0,100.0,31.0,100.0,100.0,0.0,0.0,20170728,0
709,disk_52868,A,1,100.0,73.0,100.0,100.0,100.0,33.0,100.0,100.0,0.0,0.0,20170709,1
710,disk_69635,A,1,100.0,82.0,100.0,100.0,100.0,24.0,100.0,100.0,0.0,0.0,20170717,0
711,disk_121839,A,2,100.0,91.0,100.0,100.0,100.0,31.0,100.0,100.0,100.0,100.0,20170721,1
712,disk_69464,A,1,100.0,81.0,100.0,100.0,100.0,24.0,100.0,100.0,0.0,0.0,20170726,0
713,disk_19504,A,1,100.0,96.0,100.0,100.0,100.0,30.0,100.0,100.0,0.0,0.0,20170714,1
714,disk_70708,A,1,100.0,82.0,100.0,100.0,100.0,28.0,100.0,100.0,0.0,0.0,20170718,0
